title,author,rating,description,genre,genres,cover_id,first_publish_year,edition_count
The Last Battle,C.S. Lewis,4.0,"For the first time, an edition of Lewis's classic fantasy fiction packaged specifically for adults. Complementing the look of the author's non-fiction books, and anticipating the forthcoming Narnia feature films, this edition contains an exclusive ""P.S."" section about the history of the book, plus a round-up of the first six titles. The last days of Narnia, and all hope seems lost as lies and treachery interweave to threaten the destruction of everything. As the battle lines are drawn, old friends are summoned back to Narnia, though none can predict the outcome in this magnificent ending to the famous series. On 9 December 2005, Andrew (Shrek) Adamson's live-action film adaptation of The Lion, the Witch and the Wardrobe will be released by Disney, and it is already being hailed as the biggest film franchise of all time, guaranteed to appeal to adults and children across the globe. The second film is already in development. Sporting breathtaking new photographic covers, these new adult editions of the seven Chronicles of Narnia now give everyone an opportunity to experience the adventures in their original form. Re-live your childhood fantasies or discover for the first time what everyone will be talking about by Christmas and savour some of the best-loved stories ever written.",Juvenile Fiction,"['Juvenile Fiction', 'Fiction', 'Fantasy', ""Children's fiction"", 'Fantasy fiction', 'Juvenile', 'Magic', 'English literature', '20th century', 'Ficción juvenil', 'Viajes', 'Novela fantástica', 'Lions']",6529226.0,1956,106
"The Lion, the Witch and the Wardrobe",C.S. Lewis,4.0,"Four adventurous siblings—Peter, Susan, Edmund, and Lucy Pevensie—step through a wardrobe door and into the land of Narnia, a land frozen in eternal winter and enslaved by the power of the White Witch. But when almost all hope is lost, the return of the Great Lion, Aslan, signals a great change . . . and a great sacrifice.

Journey into the land beyond the wardrobe! The Lion, the Witch and the Wardrobe is the second book in C. S. Lewis's classic fantasy series, which has been captivating readers of all ages for over sixty years. This is a stand-alone novel, but if you would like journey back to Narnia, read The Horse and His Boy, the third book in The Chronicles of Narnia.
([source][1])


  [1]: http://www.cslewis.com/us/books/hardcover/the-lion-the-witch-and-the-wardrobe/9780060234812/


----------
Also contained in:

 - [Chronicles of Narnia](https://openlibrary.org/works/OL70988W/The_Chronicles_of_Narnia)
 - [Tales of Narnia](https://openlibrary.org/works/OL71080W)",the Blitz,"['the Blitz', 'fauns', 'Turkish Delight', 'lions', 'Classics', 'juvenile works', 'Witches', 'Winter', 'Fiction', 'Leones', 'christianity', 'Brujas', 'Magic', 'Ficción juvenil', 'Novela fantástica', 'open_syllabus_project', 'siblings', 'Fantasy fiction', 'Juvenile fiction', 'Fantasy', 'Fairy tales', 'Lion', 'Children', 'Animals', 'Friendship', ""Children's fiction"", 'Lion, fiction', 'Witches, fiction', 'Short stories', 'Pictorial works', 'Accelerated Reader', '5.8.']",8441376.0,1950,158
Ozma of Oz,L. Frank Baum,4.0,"When a storm blows Dorothy to the land of Ev where lunches grow on trees, she meets the Scarecrow, the Tin Woodman, the Cowardly Lion, and Princess Ozma, and together they set out to free the Queen of Ev and her ten children.",Fantasy,"['Fantasy', ""Children's stories"", 'Juvenile fiction', 'Fairy tales', 'Fantasy fiction', ""Children's fiction""]",12648657.0,1907,701
The War of the Worlds,H. G. Wells,4.0,"The ultimate science fiction classic: for more than one hundred years, this compelling tale of the Martian invasion of Earth has enthralled readers with a combination of imagination and incisive commentary on the imbalance of power that continues to be relevant today. The style is revolutionary for its era, employing a sophisticated first and third person account of the events which is both personal and focused on the holistic downfall of Earth's society. The Martians, as evil, mechanical and unknown a threat they are, remain daunting in today's society, where, despite technology's mammoth advances, humanity's hegemony over Earth is yet to be called into question. In Well's introduction to the book, where the character discusses with the later deceased Ogilvy about astronomy and the possibility of alien life defeating the 'savage' (to them) nineteenth-century Britain, is he insinuating that this is the truth and fate of humanity? It's up to you to decide…",Juvenile fiction,"['Juvenile fiction', 'Space warfare', 'Fiction', 'Diseases', 'Martians', 'Invasions', 'Classic Literature', 'open_syllabus_project', 'Mars (Planet)', 'Science fiction', 'Space vehicles', 'Earth', 'Romance Ingles', ""Children's fiction"", 'Examinations', 'Vocabulary', 'English language', 'Study guides', 'War stories', 'Literature', 'English literature', 'Seres extraterrestres', 'Extraterrestrial beings', 'Ficcion', 'Guerra espacial', 'Human-alien encounters', 'Adaptations', 'Graphic novels', 'War, fiction', 'Guerras imaginarias', 'Novela', 'Guerra', 'Space warfare--fiction', '823.912']",36314.0,0,461
The Time Machine,H. G. Wells,4.0,"The Time Traveller, a dreamer obsessed with traveling through time, builds himself a time machine and, much to his surprise, travels over 800,000 years into the future. He lands in the year 802701: the world has been transformed by a society living in apparent harmony and bliss, but as the Traveler stays in the future he discovers a hidden barbaric and depraved subterranean class. Wells's transparent commentary on the capitalist society was an instant bestseller and launched the time-travel genre.",Fiction,"['Fiction', 'Literature', 'Scientists', 'Classic Literature', 'Space warfare', 'open_syllabus_project', 'Dystopias', 'Time travel', 'Science fiction', 'Juvenile fiction', 'Animal experimentation', 'Graphic novels', 'General', 'Movie novels', ""Children's fiction"", 'Fiction, dystopian', 'Short stories', 'English fiction', 'Texts', 'English literature', 'Coloring books', 'Adaptations', 'Inventors', 'Science-fiction', 'Romans', 'Dictionaries', 'English language', 'Spanish', 'German', 'French', 'Korean', 'Fantasy fiction', 'Fiction, psychological', 'Scientists, fiction', 'Romans, nouvelles', 'Dystopies', 'Novela', 'Ciencia-ficción', 'Distopías', 'Fiction, general']",9009316.0,1895,1151
Prince Caspian,C.S. Lewis,4.0,"In his effort to bring peace to troubled Narnia, Prince Caspian blows his magic horn to summons Peter, Susan, Lucy and Edmond to help him with this difficult task.",Fantasy,"['Fantasy', 'Princes', 'Juvenile fiction', 'Fiction', 'Ships', 'Juvenile', 'Fairy tales', 'Fantasy fiction', ""Children's fiction"", ""Children's stories"", 'Literary recreations', 'Sprookjesfiguren', 'Queesten', 'English fiction', 'Magic', 'Animals', 'Fantastic fiction', 'Ficción juvenil', 'Príncipes', 'Novela fantástica', 'Princesses, fiction', 'Cuentos ingleses', 'Literatura inglesa', 'Fantasía', 'Fantasmes']",45897.0,1951,146
Adventures of Huckleberry Finn,Mark Twain,4.0,"Adventures of Huckleberry Finn or as it is known in more recent editions, The Adventures of Huckleberry Finn, is a novel by American author Mark Twain, which was first published in the United Kingdom in December 1884 and in the United States in February 1885.

Commonly named among the Great American Novels, the work is among the first in major American literature to be written throughout in vernacular English, characterized by local color regionalism. It is told in the first person by Huckleberry ""Huck"" Finn, the narrator of two other Twain novels (Tom Sawyer Abroad and Tom Sawyer, Detective) and a friend of Tom Sawyer. It is a direct sequel to The Adventures of Tom Sawyer.",Adventure stories,"['Adventure stories', 'American literature', 'Boys', ""Children's fiction"", 'child witnesses', 'Courtship', 'English language', 'friendship', 'Fugitive slaves', 'history', 'humor', 'Humorous stories', 'Juvenile fiction', 'juvenile literature', 'literature', 'Loyalty', 'Male friendship', 'orphans', 'Personnages', 'Race relations', 'rafting', 'Rafting (Sports)', 'Revenge', 'Runaway children', 'Runaways', 'runaway teenagers', 'satire', 'Sisters', 'slavery', 'Slaves', 'Social classes', 'Travel', 'Voyage', 'young men', 'Young women', 'American manuscripts', 'amitie masculine', 'Anglais (langue)', 'Dictionaries', 'Dummies (Bookselling)', 'enfants fugueurs', 'esclaves fugitifs', 'Examinations', 'Facsimiles', 'Foreign speakers', 'garcons', 'Garçons', 'Literary Criticism', 'Manuscripts', 'open_syllabus_project', 'Readers', 'relations raciales', 'Romans', 'Specimens', 'Study guides', 'Fiction', 'Voyages', 'Amitié', 'Histoire', 'Fiction, general', 'Missouri, fiction', 'Slavery, fiction', 'Romans, nouvelles', 'Friendship, fiction', 'Boys, fiction', ""Children's literature"", 'American fiction', 'Roman américain', 'Amitié masculine', 'Classes sociales', 'Jeunes femmes', 'Amours', 'Sœurs', 'Humorous', 'Mississippi, fiction', 'Finn, huckleberry', 'Runaway children--fiction', 'Male friendship--fiction', 'Fugitive slaves--fiction', 'Race relations--fiction', 'Boys--fiction', '813/.4', 'Boys--travel', 'Boys--travel--mississippi river--fiction', 'Boys--missouri--fiction', 'In literature', 'Spanish', 'French', 'Huckleberry finn', 'Slaves, fiction', 'Fiction, humorous', 'Fiction, historical', 'Aventuras-', 'Novelas-', 'Libros infantiles', 'Abenturak-', 'Eleberriak-', 'Library', 'Personal copy', 'Historical fiction', 'African Americans', 'Adventure fiction', 'Missouri Hannibal', 'Mississippi River']",8157718.0,1876,2552
The Handmaid's Tale,Margaret Atwood,4.0,"The Handmaid's Tale is a dystopian novel by Canadian author Margaret Atwood, published in 1985. It is set in a near-future New England, in a strongly patriarchal, totalitarian theonomic state, known as the Republic of Gilead, which has overthrown the United States government. The central character and narrator is a woman named Offred, one of the group known as ""handmaids"", who are forcibly assigned to produce children for the ""commanders"" — the ruling class of men in Gilead.

The novel explores themes of subjugated women in a patriarchal society, loss of female agency and individuality, and the various means by which they resist and attempt to gain individuality and independence.

The Handmaid's Tale won the 1985 Governor General's Award and the first Arthur C. Clarke Award in 1987; it was also nominated for the 1986 Nebula Award, the 1986 Booker Prize, and the 1987 Prometheus Award.


----------
Also contained in:
[Novels](https://openlibrary.org/works/OL24301311W)",brothels,"['brothels', 'Canadian authors', 'Christian fundamentalism', 'Dystopian fiction', 'Dystopias', 'fantasy fiction', 'Fiction', 'Fiction, dystopian', 'handmaids', 'Man-woman relationships', 'military dictatorship', 'Misogyny', 'nyt:e-book-fiction=2017-01-22', 'nyt:trade-fiction-paperback=2017-02-26', 'Old Testament', 'Political', 'political fiction', 'pregnancy', 'religious fanaticism', 'revolution', 'science fiction', 'Scrabble', 'Social aspects', 'theocracy', 'theonomy', 'totalitarianism', 'Women', 'Study guides', 'Misogynie', 'collectionID:EanesChallenge', 'Romans, nouvelles', 'Femmes', 'collectionID:ConroeChallenge', 'Teen fiction', 'World literature', 'Fiction subjects', 'Dystopian', 'Foreign relations', 'Neutrality']",8231851.0,1985,147
The Silver Chair,C.S. Lewis,4.0,Jill and Eustace must rescue the Prince from the evil Witch.,Fiction,"['Fiction', 'Juvenile Fiction', 'Imaginary Voyages', 'Magic', 'Princes', 'Fantasy fiction', 'Captives', 'Brujas', 'Viajes', 'Novela fantástica', 'Adventure fiction', 'Witches', 'Novela juvenil', 'Spanish language', 'Príncipes', 'Fantasy', ""Children's fiction"", 'Princesses, fiction']",6950992.0,1953,118
Brood of the Witch-Queen,Sax Rohmer,4.0,"Prefatory Notice

The strange deeds of Antony Ferrara, as herein related, are intended to illustrate certain phases of Sorcery as it was formerly practised (according to numerous records) not only in Ancient Egypt but also in Europe during the Middle Ages. In no case do the powers attributed to him exceed those which are claimed for a fully equipped Adept.
      S.R.
~",Fantasy,"['Fantasy', 'Fiction', 'Horror', 'Witches', 'Magic', 'Ancient Egypt', 'Fiction, horror', 'Fiction, general']",2011286.0,1924,111
The Picture of Dorian Gray,Oscar Wilde,4.0,"**The Picture of Dorian Gray** is a philosophical novel by Irish writer Oscar Wilde. A shorter novella-length version was published in the July 1890 issue of the American periodical *Lippincott’s Monthly Magazine*. The novel-length version was published in April 1891.

(Source: [Wikipedia](https://en.wikipedia.org/wiki/The_Picture_of_Dorian_Gray))",Fantasy fiction,"['Fantasy fiction', ""Children's fiction"", 'Appearance (Philosophy)', 'Fiction', 'Youthfulness', 'Portraits', 'Apparence (Philosophie)', 'Romans, nouvelles', 'Morale pratique', 'Juvénilité', 'General', 'Horror', 'Education', 'English literature', 'England, fiction', 'Fiction, general', 'Future life', 'Soul', 'Paranormal fiction', 'Fiction, psychological', 'Didactic fiction', 'Fiction, historical', 'LGBTQ novels', 'Classics', 'European', 'Hedonism', 'Classic fiction', 'Men', 'Man-woman relationships', 'Influence (Psychology)', 'Novela didáctica', 'Novela psicología', 'Fiction, horror', 'Painting, fiction', 'Readers', 'Immortality', 'Aging', 'Gothic fiction', 'English fiction', 'Le livre.', 'Supernatural', 'History', 'Appearance (philosophy)--fiction', 'Portraits--fiction', '823/.8']",14314858.0,1890,2297
